,qb1a,qb2,qb5,qb4_3,qb4_5,qb7,qb8,qb9,d1,d10,d11,country,d25,d8,d63,d7
12405,"Poverty, hunger and lack of drinking water",8.0,No,2,1,1,1,1,centro,Man,80,GB-UKM - United Kingdom,Large town,15,The working class of society,single
12406,Armed conflicts,1.0,No,4,2,2,2,1,non-posizionabile,Man,28,GB-UKM - United Kingdom,Large town,20,The working class of society,con patner e figli
12407,The increasing global population,5.0,Yes,1,2,1,2,2,centro-dx,Woman,34,GB-UKM - United Kingdom,Small or middle sized town,18,The working class of society,single con figli
12408,"Poverty, hunger and lack of drinking water",10.0,No,2,1,1,1,1,non-posizionabile,Woman,76,GB-UKM - United Kingdom,Rural area or village,16,The working class of society,single
12409,Climate change,10.0,Yes,1,1,1,1,1,centro,Woman,55,GB-UKM - United Kingdom,Rural area or village,17,The working class of society,single con figli
12410,Climate change,10.0,No,1,1,1,1,1,centro,Woman,43,GB-UKM - United Kingdom,Small or middle sized town,17,The working class of society,con patner e figli
12411,"Poverty, hunger and lack of drinking water",10.0,Yes,1,1,1,1,1,centro-sx,Woman,18,GB-UKM - United Kingdom,Small or middle sized town,0,The middle class of society,single
12412,Climate change,10.0,Yes,1,1,1,1,1,centro-sx,Man,21,GB-UKM - United Kingdom,Large town,0,The middle class of society,single
12413,"Poverty, hunger and lack of drinking water",9.0,Yes,1,1,1,1,1,sx,Woman,32,GB-UKM - United Kingdom,Large town,23,The lower middle class of society,single
12414,"Poverty, hunger and lack of drinking water",10.0,No,1,1,1,1,1,centro,Woman,25,GB-UKM - United Kingdom,Large town,0,dk,single con figli
12415,"Poverty, hunger and lack of drinking water",10.0,Yes,1,1,1,1,1,centro-dx,Woman,48,GB-UKM - United Kingdom,Large town,18,The lower middle class of society,con patner e figli
12416,Climate change,10.0,Yes,1,1,1,1,1,non-posizionabile,Woman,31,GB-UKM - United Kingdom,Large town,18,The working class of society,con patner e figli
12417,The increasing global population,8.0,Yes,1,1,1,1,1,centro-dx,Man,17,GB-UKM - United Kingdom,Large town,0,The working class of society,con patner
12418,The economic situation,3.0,No,3,3,2,2,2,sx,Man,63,GB-UKM - United Kingdom,Large town,23,The higher class of society,con patner
12419,"Poverty, hunger and lack of drinking water",10.0,Yes,1,1,1,1,1,sx,Woman,58,GB-UKM - United Kingdom,Large town,21,The middle class of society,single con figli
12420,"Poverty, hunger and lack of drinking water",8.0,Yes,1,1,1,1,1,centro-sx,Man,29,GB-UKM - United Kingdom,Large town,22,The lower middle class of society,con patner
12421,Climate change,10.0,Yes,1,1,1,1,1,sx,Woman,36,GB-UKM - United Kingdom,Large town,31,The middle class of society,con patner e figli
12422,Climate change,10.0,Yes,1,1,1,1,1,centro-sx,Man,68,GB-UKM - United Kingdom,Large town,21,The middle class of society,con patner
12423,International terrorism,5.0,No,2,2,2,2,2,centro,Woman,19,GB-UKM - United Kingdom,Rural area or village,17,The middle class of society,single
12424,International terrorism,2.0,No,3,3,3,3,3,centro-dx,Man,49,GB-UKM - United Kingdom,Rural area or village,16,The upper middle class of society,con patner e figli
12425,Climate change,10.0,No,1,1,1,1,1,centro,Man,73,GB-UKM - United Kingdom,Rural area or village,15,The working class of society,single
12426,Proliferation of nuclear weapons,10.0,Yes,2,1,1,1,1,centro-dx,Woman,60,GB-UKM - United Kingdom,Small or middle sized town,18,The middle class of society,con patner
12427,Climate change,10.0,Yes,1,1,1,1,1,centro,Woman,36,GB-UKM - United Kingdom,Large town,21,The working class of society,con patner e figli
12428,Climate change,10.0,No,2,2,1,1,1,non-posizionabile,Woman,38,GB-UKM - United Kingdom,Small or middle sized town,19,The working class of society,con patner e figli
12429,Climate change,8.0,Yes,1,1,2,2,1,centro,Woman,29,GB-UKM - United Kingdom,Small or middle sized town,18,The lower middle class of society,con patner e figli
12430,Climate change,9.0,Yes,2,2,2,2,2,centro,Man,29,GB-UKM - United Kingdom,Small or middle sized town,17,The working class of society,con patner e figli
12431,Climate change,9.0,No,1,2,1,1,1,centro-sx,Woman,19,GB-UKM - United Kingdom,Small or middle sized town,0,The middle class of society,single
12432,The increasing global population,7.0,No,2,1,1,1,1,centro-dx,Man,87,GB-UKM - United Kingdom,Small or middle sized town,20,Refusal (SPONTANEOUS),con patner
12433,Climate change,10.0,Yes,2,2,1,1,1,centro,Woman,32,GB-UKM - United Kingdom,Large town,26,The lower middle class of society,con patner e figli
12434,Climate change,10.0,Yes,1,1,1,2,1,centro-sx,Man,66,GB-UKM - United Kingdom,Large town,19,The middle class of society,single
12435,International terrorism,3.0,Yes,2,1,3,2,2,sx,Woman,75,GB-UKM - United Kingdom,Large town,15,The working class of society,single
12436,"Poverty, hunger and lack of drinking water",7.0,Yes,3,3,2,2,2,centro-dx,Woman,87,GB-UKM - United Kingdom,Large town,14,The middle class of society,single
12437,International terrorism,8.0,No,2,1,2,1,1,centro,Man,49,GB-UKM - United Kingdom,Large town,20,The working class of society,con patner
12438,The economic situation,10.0,Yes,1,1,2,1,1,centro-dx,Man,42,GB-UKM - United Kingdom,Large town,16,The middle class of society,single
12439,Climate change,10.0,Yes,1,1,1,1,1,centro-sx,Man,65,GB-UKM - United Kingdom,Large town,30,The middle class of society,con patner
12440,"Poverty, hunger and lack of drinking water",8.0,Yes,2,2,1,1,1,dx,Woman,84,GB-UKM - United Kingdom,Large town,18,The middle class of society,single con figli
12441,"Poverty, hunger and lack of drinking water",10.0,Yes,2,2,2,2,3,centro,Woman,45,GB-UKM - United Kingdom,Large town,16,The working class of society,con patner e figli
12442,Climate change,10.0,Yes,2,1,1,1,3,centro,Man,54,GB-UKM - United Kingdom,Small or middle sized town,15,The middle class of society,con patner e figli
12443,Climate change,9.0,Yes,1,1,1,1,1,centro-sx,Woman,35,GB-UKM - United Kingdom,Small or middle sized town,21,The middle class of society,con patner
12444,"Poverty, hunger and lack of drinking water",5.0,Yes,2,2,1,1,1,centro-sx,Woman,34,GB-UKM - United Kingdom,Large town,19,The working class of society,con patner e figli
12445,The increasing global population,10.0,Yes,1,1,1,1,1,centro-dx,Man,65,GB-UKM - United Kingdom,Rural area or village,15,The working class of society,con patner
12446,"Poverty, hunger and lack of drinking water",8.0,Yes,1,1,1,1,1,sx,Woman,29,GB-UKM - United Kingdom,Small or middle sized town,17,The middle class of society,con patner
12447,"Poverty, hunger and lack of drinking water",5.0,Yes,2,2,1,1,1,centro-dx,Man,64,GB-UKM - United Kingdom,Large town,16,The working class of society,single
12448,Climate change,10.0,Yes,1,1,1,1,1,centro,Woman,38,GB-UKM - United Kingdom,Rural area or village,18,The working class of society,con patner
12449,The increasing global population,10.0,No,3,4,1,1,1,centro,Woman,70,GB-UKM - United Kingdom,Large town,15,The working class of society,con patner
12450,Climate change,8.0,Yes,2,1,1,1,1,centro-sx,Man,53,GB-UKM - United Kingdom,Small or middle sized town,16,The middle class of society,con patner e figli
12451,"Poverty, hunger and lack of drinking water",8.0,Yes,2,2,1,1,1,centro,Woman,79,GB-UKM - United Kingdom,Rural area or village,15,The working class of society,con patner
12452,"Poverty, hunger and lack of drinking water",7.0,Yes,1,1,1,1,1,centro-sx,Woman,52,GB-UKM - United Kingdom,Large town,16,The working class of society,con patner e figli
12453,Climate change,10.0,No,2,2,2,2,2,centro,Man,55,GB-UKM - United Kingdom,Small or middle sized town,16,The working class of society,con patner
12454,Climate change,9.0,Yes,1,1,2,3,4,centro,Woman,32,GB-UKM - United Kingdom,Large town,25,The middle class of society,con patner
12455,Climate change,7.0,Yes,1,2,2,1,2,centro,Woman,56,GB-UKM - United Kingdom,Small or middle sized town,24,The middle class of society,con patner e figli
12456,Climate change,10.0,No,1,1,3,2,1,centro,Man,67,GB-UKM - United Kingdom,Large town,15,The working class of society,con patner
12457,"Poverty, hunger and lack of drinking water",8.0,Yes,2,2,1,1,1,sx,Man,18,GB-UKM - United Kingdom,Large town,0,The working class of society,con patner
12458,"Poverty, hunger and lack of drinking water",5.0,No,1,1,2,2,2,centro,Man,76,GB-UKM - United Kingdom,Large town,15,The working class of society,single
12459,The economic situation,8.0,Yes,2,1,2,2,2,non-posizionabile,Man,69,GB-UKM - United Kingdom,Small or middle sized town,21,None (SPONTANEOUS),con patner
12460,Climate change,10.0,Yes,2,1,1,1,1,centro,Man,65,GB-UKM - United Kingdom,Rural area or village,18,The middle class of society,con patner
12461,Climate change,10.0,No,1,1,2,2,2,centro,Woman,75,GB-UKM - United Kingdom,Large town,15,The working class of society,single
12462,"Poverty, hunger and lack of drinking water",6.0,No,1,2,2,2,2,centro,Woman,50,GB-UKM - United Kingdom,Large town,20,The working class of society,con patner e figli
12463,The increasing global population,8.0,Yes,2,2,1,1,1,centro,Woman,83,GB-UKM - United Kingdom,Large town,16,The working class of society,single
12464,International terrorism,10.0,Yes,2,2,1,1,2,sx,Woman,21,GB-UKM - United Kingdom,Small or middle sized town,21,The working class of society,con patner
12465,Climate change,9.0,No,1,1,1,1,2,centro,Woman,91,GB-UKM - United Kingdom,Large town,16,The middle class of society,con patner
12466,Armed conflicts,8.0,No,2,2,1,1,1,centro,Woman,56,GB-UKM - United Kingdom,Small or middle sized town,16,dk,con patner e figli
12467,Climate change,10.0,No,1,1,1,1,1,centro,Woman,65,GB-UKM - United Kingdom,Rural area or village,17,Refusal (SPONTANEOUS),single
12468,The economic situation,8.0,Yes,2,1,1,2,2,centro,Woman,24,GB-UKM - United Kingdom,Large town,21,The middle class of society,con patner
12469,Armed conflicts,10.0,Yes,1,1,1,1,1,non-posizionabile,Woman,35,GB-UKM - United Kingdom,Rural area or village,16,The working class of society,single con figli
12470,Climate change,10.0,Yes,1,1,1,1,1,centro-dx,Man,71,GB-UKM - United Kingdom,Small or middle sized town,17,None (SPONTANEOUS),con patner
12471,International terrorism,5.0,Yes,1,1,1,1,1,centro,Woman,41,GB-UKM - United Kingdom,Large town,21,The working class of society,con patner e figli
12472,The increasing global population,10.0,No,2,1,2,1,1,centro,Woman,47,GB-UKM - United Kingdom,Large town,19,The working class of society,con patner e figli
12473,Climate change,10.0,No,1,1,1,1,1,centro,Woman,62,GB-UKM - United Kingdom,Large town,21,The middle class of society,con patner
12474,International terrorism,8.0,Yes,1,1,1,1,1,centro-dx,Woman,67,GB-UKM - United Kingdom,Rural area or village,18,The middle class of society,con patner
12475,Climate change,8.0,No,1,1,1,1,1,non-posizionabile,Woman,19,GB-UKM - United Kingdom,Rural area or village,19,The working class of society,single
12476,The increasing global population,9.0,Yes,2,2,2,2,2,centro-dx,Man,72,GB-UKM - United Kingdom,Rural area or village,23,None (SPONTANEOUS),con patner
12477,The increasing global population,10.0,Yes,2,2,2,1,1,centro,Woman,74,GB-UKM - United Kingdom,Large town,15,The middle class of society,con patner
12478,Climate change,10.0,Yes,1,1,1,1,1,centro,Man,49,GB-UKM - United Kingdom,Large town,30,The middle class of society,con patner e figli
12479,Climate change,10.0,Yes,2,2,1,1,1,centro-sx,Man,50,GB-UKM - United Kingdom,Rural area or village,16,The middle class of society,con patner e figli
12480,Climate change,6.0,No,1,1,1,1,1,centro,Man,20,GB-UKM - United Kingdom,Small or middle sized town,18,The lower middle class of society,single
12481,Climate change,10.0,No,1,1,1,1,1,centro,Man,34,GB-UKM - United Kingdom,Large town,23,The working class of society,con patner
12482,Armed conflicts,4.0,No,3,2,3,2,2,non-posizionabile,Woman,80,GB-UKM - United Kingdom,Rural area or village,15,The working class of society,con patner
12483,None (SPONTANEOUS),6.0,Yes,2,1,2,2,2,centro,Man,77,GB-UKM - United Kingdom,Rural area or village,16,The middle class of society,con patner
12484,"Poverty, hunger and lack of drinking water",10.0,Yes,2,3,1,1,1,centro,Woman,47,GB-UKM - United Kingdom,Small or middle sized town,16,dk,con patner
12485,International terrorism,7.0,Yes,1,1,1,1,1,dx,Woman,76,GB-UKM - United Kingdom,Small or middle sized town,21,The middle class of society,single
12486,Proliferation of nuclear weapons,7.0,Yes,3,2,1,1,1,dx,Woman,23,GB-UKM - United Kingdom,Small or middle sized town,0,The working class of society,con patner
12487,"Poverty, hunger and lack of drinking water",7.0,Yes,1,1,1,1,1,dx,Woman,74,GB-UKM - United Kingdom,Small or middle sized town,15,The middle class of society,single
12488,International terrorism,8.0,No,2,2,1,1,1,centro,Woman,29,GB-UKM - United Kingdom,Small or middle sized town,16,The lower middle class of society,con patner e figli
12489,dk,8.0,Yes,2,2,2,2,2,centro,Man,63,GB-UKM - United Kingdom,Rural area or village,19,The working class of society,single
12490,Climate change,10.0,Yes,2,2,1,1,1,centro-dx,Man,52,GB-UKM - United Kingdom,Small or middle sized town,16,The working class of society,con patner
12491,The increasing global population,6.0,No,2,2,1,1,2,centro,Man,36,GB-UKM - United Kingdom,Small or middle sized town,0,The working class of society,single con figli
12492,International terrorism,7.0,No,3,1,1,2,1,centro,Woman,83,GB-UKM - United Kingdom,Small or middle sized town,15,The middle class of society,single
12493,Climate change,8.0,No,1,1,1,1,2,centro-dx,Man,41,GB-UKM - United Kingdom,Small or middle sized town,21,The middle class of society,con patner
12494,dk,8.0,No,2,1,1,1,1,centro,Woman,44,GB-UKM - United Kingdom,Small or middle sized town,23,The middle class of society,con patner e figli
12495,"Poverty, hunger and lack of drinking water",9.0,Yes,1,2,1,1,1,sx,Man,48,GB-UKM - United Kingdom,Small or middle sized town,0,The working class of society,con patner e figli
12496,The increasing global population,10.0,Yes,2,2,1,1,1,centro,Man,74,GB-UKM - United Kingdom,Small or middle sized town,26,The lower middle class of society,single
12497,"Poverty, hunger and lack of drinking water",5.0,No,3,3,2,3,2,centro-sx,Man,24,GB-UKM - United Kingdom,Large town,16,The working class of society,con patner
12498,"Poverty, hunger and lack of drinking water",10.0,No,3,2,1,1,1,sx,Woman,60,GB-UKM - United Kingdom,Small or middle sized town,16,The working class of society,single
12499,"Poverty, hunger and lack of drinking water",9.0,No,2,1,1,1,1,centro-dx,Man,71,GB-UKM - United Kingdom,Small or middle sized town,21,The middle class of society,con patner
12500,The economic situation,9.0,Yes,1,1,1,1,1,centro-sx,Woman,21,GB-UKM - United Kingdom,Large town,0,The middle class of society,single
12501,"Poverty, hunger and lack of drinking water",8.0,Yes,1,1,1,1,1,non-posizionabile,Man,36,GB-UKM - United Kingdom,dk,0,The working class of society,single
12502,The economic situation,8.0,Yes,2,2,1,1,1,centro-dx,Woman,46,GB-UKM - United Kingdom,Small or middle sized town,20,The middle class of society,con patner e figli
12503,"Poverty, hunger and lack of drinking water",10.0,No,1,1,1,1,1,dx,Man,75,GB-UKM - United Kingdom,Small or middle sized town,15,The working class of society,con patner
12504,Climate change,10.0,Yes,2,1,1,1,2,centro,Man,62,GB-UKM - United Kingdom,Rural area or village,21,The lower middle class of society,con patner
12505,"Poverty, hunger and lack of drinking water",5.0,No,2,2,3,3,3,centro,Man,52,GB-UKM - United Kingdom,Large town,16,The working class of society,single
12506,The economic situation,10.0,No,2,1,1,1,1,centro,Woman,19,GB-UKM - United Kingdom,Small or middle sized town,0,The lower middle class of society,single
12507,International terrorism,9.0,No,2,2,2,1,2,centro,Man,33,GB-UKM - United Kingdom,Large town,22,The working class of society,con patner e figli
12508,Climate change,8.0,Yes,1,1,1,1,1,centro-sx,Woman,36,GB-UKM - United Kingdom,Large town,18,The working class of society,single con figli
